uid;id_ariane;nom;num;numvoie;voie;codepost;commune;code_insee;reglement;surf_tot_m2;gestion;ann_ouvert;clos;openinghoursspecification;precision_horaires;acces;circulation;label;type_equip;eau;toilettes;chien;esp_can;photo;gid;openinghours;last_update_fme;horaires
PAR-69266-395;;Square René Pellet;395;74;Cours Emile Zola;69100;Villeurbanne;69266;Oui;1529,39448529;Commune;1994;Non;;;Piéton;Piéton;Non;Aire de jeux;Oui;Oui;Oui;Non;0;444;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.751300+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-393;;Square Marie Claude Thivillon;393;3;Rue Frédéric Faÿs;69100;Villeurbanne;69266;Oui;253,392703253;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;442;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.750791+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-397;;Square Maurice Ferréol;397;11;Rue de l'Avenir;69100;Villeurbanne;69266;Oui;4122,76459873;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;445;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.751543+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69286-030;;Parc de Buisière;30;10;chemin de la Buissière;69140;Rillieux-la-Pape;69286;oui;3760,0;Commune;1990;non;"[]";;Transport/ Motorisé/ Piéton/ Cycle;Piétonne;non;Aire de jeux / Terrain de pétanque;non;non;Tenus;non;;463;"[]";2024-07-08 15:45:44.986550+02:00;
PAR-69385-55066;S8267;Jardin place des Minimes;55066;1;Place des Minimes;69005;Lyon;69385;oui;6718,34;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;165;"[]";;
PAR-69388-08300;S8408;Jardin place Jean Mermoz;8300;1;Place Jean Mermoz;69008;Lyon;69388;oui;9036,65;Commune;;non;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;168;"[]";;
PAR-69383-53072;S8362;Jardin place Pierre Renaudel;53072;1;Place Pierre Renaudel;69003;Lyon;69383;oui;2230,24;Commune;;non;;;Piéton;;non;Fontaine;non;oui;Oui;Non;0;171;"[]";;
PAR-69286-028;;Parc Doisneau;28;5;Rue Alexandre Dumas;69140;Rillieux-la-Pape;69286;oui;4638,0;Commune;2022;non;"[]";;Transport /Piéton / Cycle / Motorisé;Piétonne;non;;non;oui;Tenus;non;;447;"[]";2024-07-08 15:45:44.985399+02:00;
PAR-69286-017;;Parc Linéaire;17;165;Rue Ampère;69140;Rillieux-la-Pape;69286;oui;70510,0;Commune;2018;non;"[]";;Transport / Piéton / Cycle / Motorisé;Piétonne / vélo;non;Aires de jeux / Terrain Sportif / Skatepark / théâtre de verdure;non;non;Tenus;oui;;368;"[]";2024-07-08 15:45:44.982630+02:00;
PAR-69256-001;S8087;Parc Elsa Triolet;1;137;Avenue du 8 mai 1945;69120;Vaulx-en-Velin;69256;Oui;30555,0;Ville;;Oui;"[{'opens': '09:00', 'closes': '20:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Bancs, Pique-nique;Oui;Oui;Non autorisés;Non;nr;19;"""['Sep-Mar 06:00-19:30;Apr-Aug 06:00-21:00']""";2024-08-21 09:23:55.524379+02:00;"Sep-Mar 06:00-19:30;Apr-Aug 06:00-21:00"
PAR-69387-07290;S8149;Parc des Berges Sud;7290;1;Quai du Canada;69007;Lyon;69387;oui;49728,27;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Espace Ludique;oui;oui;Oui;Non;0;205;"[]";;
PAR-69286-035;;Place du Château;35;1;Place du Château;69140;Rillieux-la-Pape;69286;oui;3262,0;Commune/Métropole;1970;non;"[]";;Transport/ Motorisé / Piéton/ Cycle;Piétonne;non;;non;non;Tenus;non;;531;"[]";2024-07-08 15:45:44.987531+02:00;
PAR-69286-003;;Les parcs urbain de Vancia;3;6;Rue de l'école;69140;Rillieux-la-Pape;69286;oui;9815,0;Commune;1980;non;"[]";;Piéton / Cycle / Motorisé;Piétonne;non;Aires de jeux / terrain sportif / Terrain de pétanque;non;non;Tenus;non;;63;"[]";2024-07-08 16:04:53.070039+02:00;
PAR-69286-024;;Bois de Osterode;24;741;Route du Mas Rillier;69140;Rillieux-la-Pape;69286;oui;96224,0;Commune;2021;oui;"[]";;Motorisé / Piéton / Cycle;Aucune;ENS;Sans;non;non;non;non;;366;"[]";2024-07-08 15:45:44.984224+02:00;
PAR-69286-038;;Vallons du Ravins Ouest;38;;;69140;Rillieux-la-Pape;69286;;98932,0;;;;"[]";;;;;;;;;;;533;"[]";2024-07-08 15:45:44.988558+02:00;
PAR-69040-001;S8058;Parc Simone Veil;1;;Rue de la Mairie;69410;Champagne-au-Mont-d'Or;69040;oui;3031,0;Commune;;non;;;Motorisé|piéton;Piéton|Vélo enfant moins de 6 ans;non;;non;oui;Tenus en laisse;;https://download.data.grandlyon.com/files/grandlyon/environnement/parc_jardin/PAR-69040-001.jpg;9;"[]";2024-01-15 15:47:14.684160+01:00;
PAR-69040-003;S8061;Parc des Loustics;3;;Rue de la Mairie;69410;Champagne-au-Mont-d'Or;69040;oui;1877,0;Commune;2013;oui;"[{'opens': '8:00', 'closes': '20:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé|piéton;Piéton|Vélo enfant moins de 6 ans;non;Aires de jeux;non;non;;;https://download.data.grandlyon.com/files/grandlyon/environnement/parc_jardin/PAR-69040-003.jpg;11;"[]";2024-01-15 15:47:14.888263+01:00;
PAR-69040-004;S8062;Parc des Pastourelles;4;;Boulevard de la République;69410;Champagne-au-Mont-d'Or;69040;oui;2378,0;Commune;;non;;;Motorisé|piéton;Piéton|Vélo enfant moins de 6 ans;non;;non;non;Tenus en laisse;propreté;https://download.data.grandlyon.com/files/grandlyon/environnement/parc_jardin/PAR-69040-004.jpg;12;"[]";2024-01-15 15:47:14.888559+01:00;
PAR-69040-005;S8063;Espace de loisirs du Coulouvrier;5;;Chemin du Coulouvrier;69410;Champagne-au-Mont-d'Or;69040;oui;3460,0;Commune;2006;oui;"[{'opens': '7:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé|piéton;Piéton|Vélo enfant moins de 6 ans;non;terrain multisports|skate park|terrain de foot gore;non;oui;;;https://download.data.grandlyon.com/files/grandlyon/environnement/parc_jardin/PAR-69040-005.jpg;13;"[]";2024-01-15 15:47:14.888857+01:00;
PAR-69040-006;S8064;Square Claude Girardon;6;;Rue Bellevue;69410;Champagne-au-Mont-d'Or;69040;oui;400,0;Commune;;non;;;Motorisé|piéton;Piéton|Vélo enfant moins de 6 ans;non;;non;non;Tenus en laisse;;https://download.data.grandlyon.com/files/grandlyon/environnement/parc_jardin/PAR-69040-006.jpg;14;"[]";2024-01-15 15:47:14.889155+01:00;
PAR-69286-026;;Parc de la diversité Sermenaz;26;;Chemin de la Teyssonnière;69140;Rillieux-la-Pape;69286;oui;412793,0;Commune;2007;non;"[]";;Transport / Motorisé / Piéton / Cycle;Piétonne / vélo;ENS;Parcours pédestre / arboretum;non;non;tenus;non;;446;"[]";2024-07-08 15:45:44.984712+02:00;
PAR-69081-001;;Parc des Chênes ;1;22 bis;Avenue Edouard Aynard;69130;Écully ;69081;Non;11500,0;Commune;;oui;;;;Piéton, Vélo, parking;Villes et villages fleuris 4 fleurs;Aire de jeux;Non;Non;Tenu en laisse;;;534;;2024-06-27 15:25:05.915691+02:00;
PAR-69081-002;;Jardin de la Condamine ;2;18;Avenue du Dr Terver;69130;Écully ;69081;Non;6000,0;Commune;;oui;;;;Piéton, Vélo;Villes et villages fleuris 4 fleurs;Aire de jeux;Oui;Non;Tenu en laisse;;;535;;2024-06-27 15:25:06.041696+02:00;
PAR-69081-003;;Parc du Vivier ;3;28;Chemin du Trouillat;69130;Écully ;69081;Non;70000,0;Commune;;oui;;;;Piéton, Vélo;Villes et villages fleuris 4 fleurs;Aire de jeux;Oui;Non;Tenu en laisse;;;536;;2024-06-27 15:25:06.042200+02:00;
PAR-69081-004;;Parc du Centre Culturel;4;21;Avenue Edouard Aynard;69130;Écully ;69081;Non;15000,0;Commune;;oui;;;;Piéton, Vélo, parking;Villes et villages fleuris 4 fleurs;Parc;Non;Oui;Tenu en laisse;;;537;;2024-06-27 15:25:06.042742+02:00;
PAR-69081-005;;Le bois de Serres ;5;15;Chemin de Charbonnières;69130;Écully ;69081;Non;1600000,0;Commune;;non;;;;Piéton, Vélo;Villes et villages fleuris 4 fleurs;labellisé "refuge LPO";Non;Non;Tenu en laisse;;;538;;2024-06-27 15:25:06.043176+02:00;
PAR-69081-006;;Parc et étang de Malrochet;6;31;Avenue Paul Santy;69130;Écully ;69081;Non;5200,0;Commune;;oui;;;;Piéton;Villes et villages fleuris 4 fleurs;labellisé "refuge LPO";Oui;Non;Tenu en laisse;;;539;;2024-06-27 15:25:06.043564+02:00;
PAR-69081-007;;Parc et étang des Calettes ;7;5;Chemin des Hautes Bruyères;69130;Écully ;69081;Non;15000,0;Commune;;oui;;;;Piéton;Villes et villages fleuris 4 fleurs;labellisé "refuge LPO";Non;Non;Tenu en laisse;;;540;;2024-06-27 15:25:06.043994+02:00;
PAR-69081-008;;Square des anciens combattants d'Afrique du Nord;8;4;Rue Benoit Tabard;69130;Écully ;69081;Non;920,0;Commune;;non;;;;Piéton;Villes et villages fleuris 4 fleurs;;;;;;;541;;2024-06-27 15:25:06.044357+02:00;
PAR-69286-016;;Voie verte Loup-pendu;16;700;Avenue Pierre Mendés France;69140;Rillieux-la-Pape;69286;oui;32047,0;Commune;2017;non;"[]";;Transport / Piéton / Cycle / Motorisé;Piétonne / vélo;non;Sans;non;non;Tenus;non;;365;"[]";2024-07-08 15:45:44.982141+02:00;
PAR-69034-054;;Square Sidonie-Gabrielle Colette;54;16;rue de Margnolles;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);7734,0;Commune;2024;Oui;;;;Piéton;Non;Aire de jeux;Oui;Non;Interdit;;;542;"[]";2024-07-02 14:15:07.765114+02:00;
PAR-69286-034;;Parc des Chantemerle;34;1;Chemin de Chantemerle;69140;Rillieux-la-Pape;69286;oui;10021,0;Commune;1990;non;"[]";;Transport/ Motorisé/ Piéton/ Cycle;Piétonne;non;Sans;non;non;Tenus;non;;530;"[]";2024-07-08 15:45:44.987036+02:00;
PAR-69286-040;;test;40;;;69140;Rillieux-la-Pape;69286;;296,0;;;;"[]";;;;;;;;;;;543;"[]";2024-07-12 22:42:39.746197+02:00;
PAR-69256-006;S8102;Square Manouchian;6;;Avenue Garibaldi;69120;Vaulx-en-Velin;69256;Non;685,0;Ville;;Non;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;nr;Non;Non;Non autorisés;Non;nr;24;"[]";2024-08-21 09:23:55.778944+02:00;24/7 open
PAR-69256-007;S8090;Square Georges Seguin;7;;Rue Georges Seguin;69120;Vaulx-en-Velin;69256;Non;2883,0;Ville;2013;Oui;"[{'opens': '09:00', 'closes': '20:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Bancs;Non;Non;Non autorisés;Non;nr;25;"[]";2024-08-21 09:23:55.779401+02:00;
PAR-69256-009;S8081;Parc François Mitterrand;9;;Avenue Eugène Henaff;69120;Vaulx-en-Velin;69256;Non;24529,0;Ville;2009;Non;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Motorisée;Non;Aire de jeux, Pique-nique, Terrain de sport;Non;Non;Non autorisés;Non;nr;27;"[]";2024-08-21 09:23:55.780327+02:00;24/7 open
PAR-69256-021;S8107;Plateau Rousseau;21;4;Rue Maurice Audin;69120;Vaulx-en-Velin;69256;Non;12033,0;Ville;;Oui;"[{'opens': '09:00', 'closes': '20:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Terrain de sport, Bancs, fontaine à boire, équipement de sport;Oui;Non;Non autorisés;Non;nr;38;"[]";2024-08-21 09:23:55.782487+02:00;24/7 open
PAR-69256-023;S8082;Parc de la Rize;23;;Avenue Grandclément;69120;Vaulx-en-Velin;69256;Non;113997,0;Ville;;Non;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Vélo Adulte/enfant;Non;Pique-nique, Barbecue, Parcours santé;Non;Non;Non autorisés;Non;nr;40;"[]";2024-08-21 09:23:55.783293+02:00;24/7 open
PAR-69256-024;S8088;Promenade jardinée;24;;Rue André Chénier;69120;Vaulx-en-Velin;69256;Non;3950,0;Ville;2019;Non;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;Piéton;Non;Aire de jeux, Bancs, Jeux de boules, Borne vélo rechargeables GSM;Non;Non;Non autorisés;Non;nr;41;"[]";2024-08-21 09:23:55.783730+02:00;24/7 open
PAR-69256-041;;Place de la Thibaude;41;6;Rue Joannès Drevet;69120;Vaulx-en-Velin;69256;Non;2904,0;Ville;;Non;;;Motorisé;Piéton;Non;Aire de jeux, Bancs;Non;Non;Non autorisés;Non;;453;"[]";2024-08-21 09:23:55.785866+02:00;24/7 open
PAR-69256-048;;Jardin de la Grappinière;48;;Rue Général Charles Delestraint;69120;Vaulx-en-Velin;69256;Non;901,0;Ville;2022;Non;;;Motorisé;Piéton;Non;Espace sensoriel, Bancs;Non;Non;Non autorisés;Non;;454;"[]";2024-08-21 09:23:55.786262+02:00;24/7 open
PAR-69256-049;;Îlot des Dentellières;49;4;Rue Maurice Moissonier;69120;Vaulx-en-Velin;69256;Non;1443,0;Ville;2022;Non;;;Motorisé;Piéton;Non;Espace sensoriel;Non;Non;Non autorisés;Non;;455;"[]";2024-08-21 09:23:55.786740+02:00;24/7 open
PAR-69256-050;;Square Terron-sur-Aisne;50;;Avenue du 8 mai 1945;69120;Vaulx-en-Velin;69256;Non;773,0;Ville;;Oui;;;Motorisé;Piéton;Non;Bancs, Jeux de boules;Non;Non;Non autorisés;Non;;456;"[]";2024-08-21 09:23:55.787132+02:00;24/7 open
PAR-69256-051;;Promenade Lénine;51;;Promenade Lénine;69120;Vaulx-en-Velin;69256;Non;34067,0;Ville;;Non;;;Motorisé;Piéton;Non;Bancs, Aire de jeux;Non;Non;Non autorisés;Non;;457;"[]";2024-08-21 09:23:55.787518+02:00;24/7 open
PAR-69256-052;;Place Pasteur;52;;Place Pasteur;69120;Vaulx-en-Velin;69256;Non;62,0;Ville;;Oui;;;Motorisé;Piéton;Non;Aire de jeux;Non;Non;Non autorisés;Non;;458;"[]";2024-08-21 09:23:55.787939+02:00;24/7 open
PAR-69256-053;;Rue François Rabelais nord;53;;Rue François Rabelais;69120;Vaulx-en-Velin;69256;Non;1425,0;Ville;2019;Non;;;Motorisé;Piéton;Non;Aire de jeux, Bancs;Non;Non;Non autorisés;Non;;459;"[]";2024-08-21 09:23:55.788365+02:00;24/7 open
PAR-69256-054;;Chemin Claude Debussy;54;;Avenue Georges Dimitrov;69120;Vaulx-en-Velin;69256;Non;626,0;Privée;;Non;;;Motorisé;Piéton;Non;Bancs, Aire de jeux, Terrain de sport;Non;Non;Non autorisés;Non;;472;"[]";2024-08-21 09:23:55.788757+02:00;24/7 open
PAR-69256-055;;Parc du Lycée;55;;Rue Emile Zola;69120;Vaulx-en-Velin;69256;Non;3996,0;Ville;2020;Non;;;Motorisé;Piéton;Non;Pique-nique, Fontaine;Oui;Non;Non autorisés;Non;;460;"[]";2024-08-21 09:23:55.789179+02:00;24/7 open
PAR-69256-056;;Place Toni Morrison;56;;Place Toni Morrison;69120;Vaulx-en-Velin;69256;Non;1170,0;Ville;;Non;;;Motorisé;Piéton;Non;Bancs;Non;Non;Non autorisés;Non;;461;"[]";2024-08-21 09:23:55.789620+02:00;24/7 open
PAR-69256-060;;Promenade Lénine/Rue Jules Romains;60;;Rue Jules Romains;69120;Vaulx-en-Velin;69256;Non;2227,0;Métropole;2023;Non;;;Motorisé;Piéton;Non;Bancs;Non;Non;Non autorisés;Non;;473;"[]";2024-08-21 09:23:55.790439+02:00;24/7 open
PAR-69256-062;;Place de la Nation;62;;Place de la Nation;69120;Vaulx-en-Velin;69256;Non;1084,0;Métropole;;Non;;;Motorisé;Piéton;Non;;Non;Non;Autorisés;Non;;474;"[]";2024-08-21 09:23:55.790829+02:00;24/7 open
PAR-69259-10803;;Square Léa & Napoléon Bullukian;10803;0;Angle des rues Michel / Roux;69200;Vénissieux;69259;oui;1432,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;546;"['24/7 open']";2024-09-11 10:55:41.466915+02:00;24/7 open
PAR-69259-10905;;Place Ennemond Romand;10905;0;Place Ennemond Romand;69200;Vénissieux;69259;non;11688,0;Commune;;non;;;;Piétonne;;Aire de jeux / Musculation / Bancs / Corbeilles;oui;oui;Tenus en laisse;non;;547;"['24/7 open']";2024-09-11 10:55:41.583498+02:00;24/7 open
PAR-69259-10907;;Square St Jean de Dieu;10907;2;Rue Vaillant Couturier;69200;Vénissieux;69259;oui;1506,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;548;"['24/7 open']";2024-09-11 10:55:41.584196+02:00;24/7 open
PAR-69259-11101;;Parcelle Pressensé;11101;82;Avenue Francis de Pressensé;69200;Vénissieux;69259;oui;6145,0;Commune;;oui;;;;Piétonne;;Multisports / Ping-pong / Bancs;oui;non;Tenus en laisse;oui;;549;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.584746+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-11104;;Square des maraîchers;11104;0;Rue Paul Reverchon;69200;Vénissieux;69259;oui;1597,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;550;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.585313+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-11403;;Square Laurent Gérin;11403;0;Agle de l'avenue Jean Jaurès / rue Carnot;69200;Vénissieux;69259;oui;1708,0;Commune;;non;;;;Piétonne;;Bancs / Corbeilles;non;non;Tenus en laisse;non;;551;"['24/7 open']";2024-09-11 10:55:41.585849+02:00;24/7 open
PAR-69259-11404;;Parc des Marronniers;11404;0;Avenue Jean Jaurès;69200;Vénissieux;69259;non;3819,0;Commune;;non;;;;Piétonne;;Eq. Sport / Corbeilles;non;non;Tenus en laisse;non;;552;"['24/7 open']";2024-09-11 10:55:41.586354+02:00;24/7 open
PAR-69259-11502;;Square Eugène Maréchal;11502;0;Rue de l'Ancienne Gare;69200;Vénissieux;69259;non;1014,0;Commune;;non;;;;Piétonne;;Bancs / Corbeilles;non;non;Tenus en laisse;non;;553;"['24/7 open']";2024-09-11 10:55:41.586862+02:00;24/7 open
PAR-69259-20302;;Square Pernet-Ducher;20302;10;Avenue Jules Guesde;69200;Vénissieux;69259;non;1192,0;Commune;;oui;;;;Piétonne;;Bancs;non;non;Tenus en laisse;non;;554;"['24/7 open']";2024-09-11 10:55:41.587357+02:00;24/7 open
PAR-69259-20303;;Square Paul Guibert;20303;27;Avenue Jules Guesde;69200;Vénissieux;69259;oui;1866,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs;non;non;Tenus en laisse;non;;555;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.587851+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-20602;;Place Jeanne d'Arc;20602;0;Rue Eugène Labourde;69200;Vénissieux;69259;oui;517,0;Commune;;non;;;;Piétonne;;Aire de jeux / Bancs;oui;oui;Tenus en laisse;non;;556;"['24/7 open']";2024-09-11 10:55:41.588346+02:00;24/7 open
PAR-69259-20605;;Square Joannès Vallet;20605;31;Rue Joannès Vallet;69200;Vénissieux;69259;non;616,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;non;non;Tenus en laisse;non;;558;"['24/7 open']";2024-09-11 10:55:41.589371+02:00;24/7 open
PAR-69259-20606;;Angle Vallet / Joliot Curie;20606;0;Angle des rues Joannès Vallet / Joliot Curie;69200;Vénissieux;69259;non;789,0;Commune;;non;;;;Piétonne;;Bancs / Corbeilles;non;non;Tenus en laisse;non;;559;"['24/7 open']";2024-09-11 10:55:41.589924+02:00;24/7 open
PAR-69259-20706;;Place Grand Clément;20706;0;Rue Nelson Mandela;69200;Vénissieux;69259;non;14147,0;Commune;;non;;;;Piétonne;;;non;oui;Tenus en laisse;non;;560;"['24/7 open']";2024-09-11 10:55:41.590428+02:00;24/7 open
PAR-69259-20709;;Grand Parilly;20709;0;Rue Simone Veil;69200;Vénissieux;69259;oui;2531,0;Commune;;non;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;non;non;Tenus en laisse;non;;561;"['24/7 open']";2024-09-11 10:55:41.590953+02:00;24/7 open
PAR-69259-20804;;Square Jean Lurçat;20804;8;Rue Jean Lurçat;69200;Vénissieux;69259;non;616,0;Commune;;non;;;;Piétonne;;;non;non;Tenus en laisse;non;;562;"['24/7 open']";2024-09-11 10:55:41.591480+02:00;24/7 open
PAR-69259-21501;;Terrain du Charbonnier;21501;28;Chemin du Charbonnier;69200;Vénissieux;69259;non;3779,0;Commune;;non;;;;Piétonne;;Aire de jeux / Corbeilles;non;non;Tenus en laisse;non;;563;"['24/7 open']";2024-09-11 10:55:41.592068+02:00;24/7 open
PAR-69259-30103;;Parc Louis Dupic;30103;0;Rue Jules Ferry;69200;Vénissieux;69259;oui;14773,0;Commune;;non;;;;Piétonne;;Bancs / Corbeilles;oui;oui;Tenus en laisse;non;;564;"['24/7 open']";2024-09-11 10:55:41.592713+02:00;24/7 open
PAR-69259-30104;;Parc Louis Dupic : Extension;30104;0;Rue Gambetta;69200;Vénissieux;69259;oui;10408,0;Commune;;non;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;565;"['24/7 open']";2024-09-11 10:55:41.593319+02:00;24/7 open
PAR-69259-30108;;Square de l'église;30108;26;Rue du Château;69200;Vénissieux;69259;non;1214,0;Commune;;non;;;;Piétonne;;Bancs / Corbeilles;oui;non;Tenus en laisse;non;;566;"['24/7 open']";2024-09-11 10:55:41.593863+02:00;24/7 open
PAR-69259-30112;;Angle Houël / Croizat / Jodino;30112;0;Angle des rues Houël / Croizat / Jodino;69200;Vénissieux;69259;non;5718,0;Commune;;non;;;;Piétonne;;;non;non;Tenus en laisse;non;;567;"['24/7 open']";2024-09-11 10:55:41.594390+02:00;24/7 open
PAR-69259-30114;;Place de la Paix;30114;8;Place de la Paix;69200;Vénissieux;69259;non;1391,0;Commune;;non;;;;Piétonne;;Corbeilles;non;non;Tenus en laisse;non;;568;"['24/7 open']";2024-09-11 10:55:41.594882+02:00;24/7 open
PAR-69259-30304;;Square Coblod;30304;78;Boulevard du Docteur Coblod;69200;Vénissieux;69259;oui;4406,0;Commune;;non;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;570;"['24/7 open']";2024-09-11 10:55:41.595904+02:00;24/7 open
PAR-69259-30305;;Mail piétonnier Max Barel;30305;0;Du boulevard du Docteur Coblod à la rue Max Barel;69200;Vénissieux;69259;oui;7392,0;Commune;;non;;;;Piétonne;;Aire de jeux / Eq. Sport / Bancs / Corbeilles;non;non;Tenus en laisse;non;;571;"['24/7 open']";2024-09-11 10:55:41.596395+02:00;24/7 open
PAR-69259-30417;;Square Bela Bartok;30417;0;Rue Bela Bartok;69200;Vénissieux;69259;oui;985,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;non;non;Tenus en laisse;non;;572;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.596931+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-30507;;Angle Jodino / Roudil : est;30507;0;Angle des rues Jodino / Roudil;69200;Vénissieux;69259;non;3472,0;Commune;;non;;;;Piétonne;;;non;non;Tenus en laisse;non;;573;"['24/7 open']";2024-09-11 10:55:41.597463+02:00;24/7 open
PAR-69259-30511;;Chemin de Feyzin : MJC;30511;15;Chemin de Feyzin;69200;Vénissieux;69259;non;5389,0;Commune;;oui;;;;Piétonne;;Bancs / Corbeilles;non;non;Tenus en laisse;non;;574;"['24/7 open']";2024-09-11 10:55:41.598011+02:00;24/7 open
PAR-69259-30708;;Square Robert Braizaz;30708;18;Rue Victor Hugo;69200;Vénissieux;69259;oui;1970,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;oui;non;Tenus en laisse;non;;575;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.598546+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-30802;;Square Général Pierre Robert de Saint Vincent;30802;23;Rue Romain Rolland;69200;Vénissieux;69259;non;3506,0;Commune;;oui;;;;Piétonne;;Aire de jeux / Bancs / Corbeilles;non;non;Tenus en laisse;non;;576;"['Oct-Mar 07:30-19:30', 'Apr-Sep 07:30-21:30']";2024-09-11 10:55:41.599041+02:00;"Oct-Mar 07:30-19:30; Apr-Sep 07:30-21:30"
PAR-69259-30804;;Square Lili Garel;30804;0;Angle des rues Picard/Tristan;69200;Vénissieux;69259;non;480,0;Commune;2021;oui;;;;Piétonne;;Bancs;non;non;Tenus en laisse;non;;577;"['24/7 open']";2024-09-11 10:55:41.599593+02:00;24/7 open
